name,sku,subtitle,description,category1,category2,category3,image,ribbon,ribbonColor,weight,price,recommended_price,quantity,enabled,taxClassCode,shipping_freight,fixed_shipping_rate_only,shippingType,shippingMethodMarkup,shippingFlatRate,shippingDisabledMethods,shippingEnabledMethods,upc,brand,seo_title,seo_description,product_url,product_id
Fluvium Elite Leather Sparring MMA Gloves,"55",,"<p><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><u>Details</u><br></span></span></u></strong></p><p style=""text-align: justify;"">The <strong><em>Fluvium Elite Sparring MMA Training Gloves</em></strong> has been designed to allow grappling & striking in the same training session without changing gloves. Used for sparring, mitt work, and ground and pound.   </p><p style=""text-align: justify;""><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;"">Features</span></span></u></strong></p><p style=""text-align: justify;""><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""></span></span></u></strong></p><ul><li>Multiple layers of shock dispersing foam.</li><li>Original Bull leather construction that is resilient for continual use and provides ultra-soft feel and increased durability.</li><li>Mesh backing improves breathability and comfort.</li><li>Full wrist strap provides superior wrist support and allows for a more customizable fit.</li><li>New design with refined shape for improved finger flexibility and hand protection.</li><li>Ideal for sparring, mitt work, and ground and pound.  </li></ul>",Fight Gear / MMA,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1956474637.jpg,,,0.00,2 399.0,,9,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,"The Fluvium Pro Leather Grappling Gloves provide maximum protection of the hand, even during your most powerful punches, with a high density foam and specific reinforcements placed on each finger. The Fluvium Pro Leather Grappling Gloves have a Velcro closure system that provides superior wrist support maximizing the power of strikes and prevention of injuries.",https://fluviumwear.com/#!/Fluvium-Elite-Leather-Sparring-MMA-Gloves/p/202305189,202305189
Fluvium Elite Leather Sparring MMA Gloves | Legacy Series,"23307",,"<p><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><u>Details</u><br></span></span></u></strong></p><ul><li>The <strong>Legacy Series</strong> was launched keeping to pay tribute to those who have paved the way for us. This particular line pays homage to the great <strong>Muhammad Ali </strong>and draws influence from his quote <strong>""Float like a Butterfly Sting Like a Bee""</strong></li><li>The <strong><em>Fluvium Elite Sparring MMA Training Gloves</em></strong> has been designed to allow grappling & striking in the same training session without changing gloves. Used for sparring, mitt work, and ground and pound.   </li></ul><p style=""text-align: justify;""><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;"">Features</span></span></u></strong></p><p style=""text-align: justify;""><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""></span></span></u></strong></p><ul><li>Multiple layers of shock dispersing foam.</li><li>Original Bull leather construction that is resilient for continual use and provides ultra-soft feel and increased durability.</li><li>Mesh backing improves breathability and comfort.</li><li>Full wrist strap provides superior wrist support and allows for a more customizable fit.</li><li>New design with refined shape for improved finger flexibility and hand protection.</li><li>Ideal for sparring, mitt work, and ground and pound.  </li></ul>",Legacy Series,Fight Gear / MMA,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/2759700299.jpg,,,0.00,2 399.0,,0,no,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,"The Fluvium Pro Leather Grappling Gloves provide maximum protection of the hand, even during your most powerful punches, with a high density foam and specific reinforcements placed on each finger. The Fluvium Pro Leather Grappling Gloves have a Velcro closure system that provides superior wrist support maximizing the power of strikes and prevention of injuries.",https://fluviumwear.com/#!/Fluvium-Elite-Leather-Sparring-MMA-Gloves-Legacy-Series/p/420783961,420783961
Fluvium Elite Leather Sparring MMA Gloves | Thrift Shop,"23265",,"<p><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><u>Details</u><br></span></span></u></strong></p><p>The <strong><em>Fluvium Elite Sparring MMA Training Gloves</em></strong>
 has been designed to allow grappling & striking in the same 
training session without changing gloves. Used for sparring, mitt work, 
and ground and pound.   </p><p><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;"">Features</span></span></u></strong></p><p><strong><u><span style=""color: rgb(31, 73, 125);""></span></u></strong></p><ul><li>Multiple layers of shock dispersing foam.</li><li>Original Bull leather construction that is resilient for continual use and provides ultra-soft feel and increased durability.</li><li>Mesh backing improves breathability and comfort.</li><li>Full wrist strap provides superior wrist support and allows for a more customizable fit.</li><li>New design with refined shape for improved finger flexibility and hand protection.</li><li>Ideal for sparring, mitt work, and ground and pound.  </li></ul><p><strong><u><span style=""color: rgb(192, 80, 77);"">Condition</span></u></strong></p><ul><li>New</li><li>Stitching issues in the inner lining of the gloves.</li></ul><p>Reach out to info@fluvium.co to get more pictures and details on the defect/blemish!</p>",Thrift Shop,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1956474676.jpg,,,0.00,1 450.0,,0,no,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,Fluvium Elite Leather Sparring MMA Gloves | Thrift Shop,"Details The Fluvium Elite Sparring MMA Training Gloves   has been designed to allow grappling & striking in the same  training session without changing gloves. Used for sparring, mitt work,  and ground and pound. Features Multiple layers of shock dispersing foam. Original Bull leather construction…",https://fluviumwear.com/#!/Fluvium-Elite-Leather-Sparring-MMA-Gloves-Thrift-Shop/p/221849476,221849476
Fluvium Flow BJJ Gi | Black,"0001",,"<p><strong><span style=""color: rgb(31, 73, 125);""><u><span style=""color: rgb(54, 96, 146);""><span style=""font-size: 16px;""><span style=""color: rgb(23, 54, 93);"">Details</span></span></span></u></span></strong></p><ul><li>The <em><strong>Fluvium Flow Series Gi </strong></em>is comfortable, durable, affordable and traditional. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats.</li><li>A super-soft and incredibly strong pearl-weave material, combining the most effective features from both the double and single-weave Gis, creating a breathable and durable fabric for heavy usage and comfort. Jacket constructed without back seam, together with reinforced shoulder, collar and sleeve seams, ensuring strength and durability. </li><li>Trousers produced from a Ripstop fabric and heavily reinforced on all seams, including the knee areas, for ultimate comfort and protection. Specifically designed to withstand intense grappling during competition. </li><li>Minimal Decorations with FLUVIUM Embroidered Logos on Sleeves, Back of Neck and Pants.</li></ul><p style=""text-align: justify;""><strong><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></u></strong><br></p><ul><li>A lightweight 550 gram, 100% Cotton pearl-weave fabric jacket. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Colors : Black/White</li><li>Trouser : Ripstop 12 oz</li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/939792558.jpg,,,2.00,8 499.0,,0,no,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Fluvium Flow BJJ Gi |  Black,"The Fluvium Flow Series Gi is comfortable, durable, affordable and traditional. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, combining the most effective features from both the double and single-weave Gis, creating a breathable and durable fabric for heavy usage and comfort.",https://fluviumwear.com/#!/Fluvium-Flow-BJJ-Gi-Black/p/110665020,110665020
Fluvium Flow BJJ Gi | White,"0002",,"<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></strong></u></p><ul><li>The <em><strong>Fluvium Flow Series Gi</strong> </em>is comfortable, durable, affordable and traditional. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats.</li><li>A super-soft and incredibly strong pearl-weave material, combining the most effective features from both the double and single-weave Gis, creating a breathable and durable fabric for heavy usage and comfort. Jacket constructed without back seam, together with reinforced shoulder, collar and sleeve seams, ensuring strength and durability. </li><li>Trousers produced from a Ripstop fabric and heavily reinforced on all seams, including the knee areas, for ultimate comfort and protection. Specifically designed to withstand intense grappling during competition. </li><li>Minimal Decorations with FLUVIUM Embroidered Logos on Sleeves, Back of Neck and Pants.</li></ul><p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u><br></p><ul><li>A lightweight 550 gram, 100% Cotton pearl-weave fabric jacket. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Colors : Black/White</li><li>Trouser : Ripstop 12 oz</li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/939792279.jpg,,,2.00,8 499.0,,0,no,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Fluvium Flow: White Gi,"The Fluvium Flow Series Gi is comfortable, durable, affordable and traditional. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, combining the most effective features from both the double and single-weave Gis, creating a breathable and durable fabric for heavy usage and comfort.",https://fluviumwear.com/#!/Fluvium-Flow-BJJ-Gi-White/p/110665027,110665027
Fluvium Flow Series - Blue,"0004",,"<p>A lightweight 550 gram, 100% Cotton pearl-weave fabric jacket. A super-soft and incredibly strong pearl-weave material, combining the most effective features from both the double and single-weave Gis, creating a breathable and durable fabric for heavy usage and comfort. Jacket constructed without back seam, together with reinforced shoulder, collar and sleeve seams, ensuring strength and durability. Trousers produced from a Ripstop fabric and heavily reinforced on all seams, including the knee areas, for ultimate comfort and protection, made from 60% cotton & 40% polyester. Specifically designed to withstand intense grappling during competition.<br></p><p>Fluvium: Let your Jiu Jitsu Flow</p><p>Single-weave-uniform 550 GSM<br>Available Weaves : Pearl Weave<br>Size : A1 to A5 / M0 to M3 / F1 to F5<br>Colors : Blue<br>Trouser : Ripstop 12 oz<br></p>",,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/857417097.jpg,,,2.00,7 999.0,,0,no,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Fluvium Flow Series - Blue Gi,"The Fluvium Flow Series Gi is comfortable, durable, affordable and traditional. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, combining the most effective features from both the double and single-weave Gis, creating a breathable and durable fabric for heavy usage and comfort.",https://fluviumwear.com/#!/Fluvium-Flow-Series-Blue/p/110665026,110665026
Fluvium Flow Series: Black Ranked Rashguard,"0011",,"<p><strong><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></u></strong></p><ul><li>Drillers makes killers. The <strong><em>Fluvium Flow Series Rashguard</em></strong> is designed to those who are persistent during the ups and downs of training to be the best they can be. </li><li>Everyone goes through a period of good and bad - this rashguard represents your perseverance through life to, to come to terms with it and reach a flow state of mind.</li></ul><p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u></p><ul><li>An ergonomic design constructed for comfort & motion. </li><li>Quick dry and rash protection to facilitate movement, be it while rolling, surfing or sparring. </li><li>Finished with a long fit to prevent the rashguard from riding up</li><li><span></span>80% Polyester 20% Spandex</li><li>Antimicrobial</li><li>Fully Sublimated that will never crack, peel or fade</li><li><span style=""color: rgb(184, 204, 228);""><strong><span style=""color: rgb(192, 80, 77);"">MADE IN INDIA.</span></strong></span></li></ul>",Fight Gear / MMA,Fight Gear / Jiu Jitsu / No Gi,Surf Gear,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/939792208.jpg,,,0.00,1 784.82,,0,no,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,"Drillers makes killers. The Fluvium Flow Series Rashguard is designed to those who are persistent during the ups and downs of training to be the best they can be. Everyone goes through a period of good and bad - this rashguard represents your perseverance through life to, to come to terms with it and reach a flow state of mind.",https://fluviumwear.com/#!/Fluvium-Flow-Series-Black-Ranked-Rashguard/p/115771864,115771864
Fluvium Flow Series: Blue Ranked Rashguard,"0012",,"<p><span><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></u></span></p><ul><li>Drillers makes killers. The <span><em><strong>Fluvium Flow Series Rashguard</strong></em></span> is designed to those who are persistent during the ups and downs of training to be the best they can be.</li><li>Everyone goes through a period of good and bad - this rashguard represents your perseverance through life to, to come to terms with it and reach a flow state of mind.</li></ul><p><u><span><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></span></u></p><ul><li>An ergonomic design constructed for comfort & motion.</li><li>Quick dry and rash protection to facilitate movement, be it while rolling, surfing or sparring.</li><li>Finished with a long fit to prevent the rashguard from riding up</li><li>80% Polyester 20% Spandex</li><li>Antimicrobial</li><li>Fully Sublimated that will never crack, peel or fade</li><li><span><span><span style=""color: rgb(192, 80, 77);""><strong>MADE IN INDIA</strong></span>.</span></span></li></ul><p><br></p>",Fight Gear / MMA,Fight Gear / Jiu Jitsu / No Gi,Surf Gear,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/939792236.jpg,,,0.00,1 999.0,,0,no,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,"Drillers makes killers. The Fluvium Flow Series Rashguard is designed to those who are persistent during the ups and downs of training to be the best they can be. Everyone goes through a period of good and bad - this rashguard represents your perseverance through life to, to come to terms with it and reach a flow state of mind.",https://fluviumwear.com/#!/Fluvium-Flow-Series-Blue-Ranked-Rashguard/p/115820665,115820665
Fluvium Full Sleeve Ranked Rashguards | 1.0,"54",,"<p><u><strong><span style=""color: rgb(31, 73, 125);"">Details</span></strong></u></p><ul><li>The <em>Fluvium Ranked Rash Guard</em> was conceptualized primarily to BJJ practitioners. Unlike training in the Gi, where the color of your belts clearly demarcates your rank, sometimes it's hard to visually communicate your rank when training No-Gi. Well no longer, sporting these ranked rashguards, you can proudly show of your rank in while training No-Gi as well. </li><li><i>If you're feeling particularly daring, you can opt for a higher ranked rashguard and show of your skills as well<em>. But be ready for a scrap!</em></i></li></ul><p><u><strong><span style=""color: rgb(31, 73, 125);"">Features</span></strong></u></p><ul><li>An ergonomic design constructed for comfort & motion.</li><li>Quick dry and rash protection to facilitate movement, be it while rolling, surfing or sparring.</li><li>Finished with a long fit to prevent the rashguard from riding up</li><li>80% Polyester 20% Spandex</li><li>Antimicrobial</li><li>Sublimated Print that will never crack, peel or fade</li><li><span style=""color: rgb(192, 80, 77);""><strong>MADE IN INDIA</strong></span></li></ul>",Thrift Shop,Surf Gear,Fight Gear / MMA,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1447617250.jpg,,,0.00,999.0,,,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Full-Sleeve-Ranked-Rashguards-1-0/p/202211774,202211774
Fluvium Full Sleeve Rashguard | Legacy Series | Be Water,"23343",,"<p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong><span style=""color: rgb(31, 73, 125);"">Details</span></strong></span></span></u></p><ul><li>Embrace the philosophy of Bruce Lee with our cutting-edge <em><u>Be Water Adaptive Rashguard</u></em>. Crafted to capture the essence of his legendary ""Be Water"" mantra, this rashguard is not just activewear – it's a statement, a symbol of your dedication to fluidity, adaptability, and unyielding strength.</li><li>Incorporate the wisdom of Bruce Lee into every move you make. The Be Water Adaptive Rashguard serves as a constant reminder to harness the power of water – to adapt, flow, and overcome obstacles with grace and strength.Liberate yourself from limitations and break through barriers. Transform your workouts, your mindset, and your journey with the Be Water Adaptive Rashguard. As Bruce Lee said, ""Be Water, My Friend."" Today, let the Be Water rashguard be your ally in conquering every challenge that comes your way.</li></ul><p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong><span style=""color: rgb(31, 73, 125);"">Features</span></strong></span></span></u></p><p><strong><span style=""color: rgb(31, 73, 125);""></span></strong></p><ul><li>Dynamic Design: The Be Water rashguard's ergonomic design ensures a snug fit while allowing unrestricted movement. Whether you're practicing martial arts, hitting the gym, or conquering the waves, this rashguard flows with you.</li><li>Performance Fabric: Engineered with high-quality, moisture-wicking materials, this rashguard keeps you cool and dry during your most intense workouts. The four-way stretch fabric adapts to your body's contours, enhancing your range of motion.</li><li>Visual Tribute: The Be Water rashguard features an intricate design that incorporates his timeless ""Be Water"" wisdom. It's a visual reminder of your commitment to embracing change and mastering every challenge.</li><li>All-Weather Versatility: From intense training sessions to outdoor adventures, this rashguard is designed to withstand any environment.</li><li>Confidence and Comfort: The flatlock seams prevent chafing and irritation, while the tag-free design adds to your overall comfort. With a second-skin feel, you'll experience ultimate confidence as you move with grace and power.</li><li>Fusion of Fashion and Philosophy: The Be Water rashguard not only enhances your performance but also elevates your style. Wear it as a testament to your dedication to martial arts, fitness, and the philosophy of adaptability.</li><li><span style=""color: rgb(192, 80, 77);""><strong>MADE IN INDIA</strong></span></li></ul><p><br></p>",Surf Gear,Fight Gear / Jiu Jitsu / No Gi,Fight Gear / MMA,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/3785691845.jpg,,,0.00,1 749.0,,48,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,Fluvium Abstract : Full Sleeve Rashguard,"The Fluvium Abstract full sleeve Rash Guard is developed and designed by passionate artists in the hope of awakening the artist in you. Whether you choose to wear the rashguard to train jiu jitsu, MMA, surf or even head to the gym to lift some weights, we hope you are inspired to step outside your comfort zone to try new moves, techniques or use new methods.",https://fluviumwear.com/#!/Fluvium-Full-Sleeve-Rashguard-Legacy-Series-Be-Water/p/578633979,578633979
Fluvium Gel Max Easy Slip-On Handwraps,"23278",,"<p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><u><strong>Details</strong></u><br></span></span></u></p><p>The <em><strong>Fluvium Gel Max Handwraps</strong></em> are a easy slip alternative to traditional hand wraps. State of the
 art Gel Max material dissipates impact energy and protects knuckles 
during training. Full wrist wrap strap provides superior wrist support 
and allows for a highly customizable fit.</p><p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><strong>Features</strong></span></span></u></p><p><u><span style=""color: rgb(31, 73, 125);""></span></u></p><ul><li><span class=""a-list-item"">State of the art Gel Max material dissipates impact energy and protects knuckles during training  </span></li><li><span class=""a-list-item"">Improved design increases functionality and durability.</span></li><li><span class=""a-list-item"">Full wrist wrap strap provides superior wrist support and allows for a more customizable fit  </span></li><li>Easy slip on and off design with a Velcro closure.</li><li><strong>MADE IN INDIA</strong></li></ul><p><br></p>",Fight Gear / MMA,Fight Gear / Boxing,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1804299076.jpg,,,0.00,899.0,,0,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Gel-Max-Easy-Slip-On-Handwraps/p/262955303,262955303
Fluvium Head Guard | White & Blue,"23367",,"<p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><u><strong>Details</strong></u><br></span></span></u></p><div><p>Introducing our elite Head Guard, the epitome of protection and performance for fighters who demand the best. Engineered with precision and crafted for comfort, this headgear is your steadfast partner in the ring, ensuring your safety without compromising agility.</p><p><strong><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><strong>Features</strong></span></span></u></strong></p><ol><li><strong>Advanced Impact Absorption:</strong> Our Head Guard is fortified with cutting-edge impact-absorbing technology, providing a secure shield against powerful strikes and reducing the risk of head injuries.</li><li><strong>360-Degree Protection:</strong> Designed to cover vital areas, including the forehead, temples, and cheeks, this headgear offers comprehensive protection without obstructing your vision or compromising flexibility.</li><li><strong>Optimized Ventilation:</strong> Stay cool under pressure with strategically placed ventilation channels. Our headgear is engineered to promote airflow, keeping you comfortable during intense training sessions or bouts.</li><li><strong>Secure Closure System:</strong> The adjustable closure system ensures a snug and secure fit, offering customizable support for every head size. Focus on your technique without worrying about the headgear slipping or shifting.</li><li><strong>Premium Materials:</strong> Crafted from high-quality, durable materials, our Head Guard is built to withstand the rigors of professional training. It's easy to clean, maintaining its form and function session after session.</li><li><strong>Contoured Design:</strong> The ergonomic design of our headgear ensures a natural and comfortable fit. It contours to the shape of your head, providing maximum protection without sacrificing mobility.</li><li><strong>Sleek Aesthetics:</strong> Elevate your style in the ring with a sleek and dynamic design. Our Head Guard not only offers top-tier protection but also reflects the confidence and determination of a true warrior.</li></ol><p ""="""">Whether you're sparring, training, or stepping into the ring for a match, our Head Guard is the ultimate defense, allowing you to focus on your craft with unwavering confidence. Gear up with the best and embrace every challenge that comes your way. Unleash your potential with Fluvium Head Guard — where safety meets performance.</p></div>",Fight Gear / Boxing,Fight Gear / MMA,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4082899334.jpg,,,0.00,3 185.0,,5,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Head-Guard-White-&-Blue/p/623043751,623043751
Fluvium Judo Mats/Tatami | 2m x 1m,"23281",,"<p><u><span style=""color: rgb(31, 73, 125);""></span><span style=""color: rgb(31, 73, 125);""><strong>Details</strong></span><br></u></p><ul><li>High quality mats made from 100% fresh EP/JSR/Bonded foam material. With a slip proof texture, these mats are ideal for MMA, Jiu-Jitsu and Judo Gyms.</li></ul><p><br><u><span style=""color: rgb(31, 73, 125);""><strong>Features</strong></span></u></p><ul><li>Non-slippery surface, firm enough to stand and soft enough to protect your body</li><li>Anti-skid surface</li><li>Portable</li><li>Easy to clean</li><li>Water resistant</li></ul><p>For bulk orders please do reach out to info@fluvium.co.</p>",Sports Mats,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/2031741262.jpg,,,0.00,5 500.0,,,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Judo-Mats-Tatami-2m-x-1m/p/300855023,300855023
Fluvium Jute Drawstring Bag: BJJ Gi & Boxing Gloves,"00020",,"<p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong>Details</strong></span></span></u></p><ul><li><u><em><span style=""color: rgb(0, 0, 0);""><strong>Curtail Plastic, Save Environment:</strong></span></em></u><em></em> At the point of our lives where, marine animals are being choked with hazardous plastic substances, we have embarked on an ambitious mission to exclude any plastic in our packaging or storage. To that end we are introducing jute drawstring bags to house your BJJ Gi's/Boxing Gloves & MMA Gloves. By using or promoting the use of these jute bags, not only will you be supporting the environment, but also small scale artisans who depend on this for their livelihood. The dimensions of the bag is Height: 18"" & Width: 14""</li></ul><p><u><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;""><strong>Features</strong></span></span></u></p><ul><li>An ergonomic design and handcrafted out of jute.</li><li>Beautiful Elegant look Jute Bag. Can easily store the<strong> </strong><a href=""https://fluviumwear.com/shop#!/Fluvium-Flow-Series-Black/p/110665020/category=0""><strong>Fluvium Flow Series BJJ Gi</strong></a> or<strong> </strong><a href=""https://fluviumwear.com/shop#!/Fluvium-Pro-Leather-Boxing-Laced-Gloves-10Oz/p/143957639/category=0""><strong>Fluvium Pro Leather Boxing Laced Gloves</strong></a><a href=""https://fluviumwear.com/shop#!/Fluvium-Flow-Series-Black/p/110665020/category=0""></a></li><li>If you want to go green and live a zero waste lifestyle this bag is a must-have. Our 100% compostable bags are perfect for carrying your essential fight wear. Keep them nearby and stash a set in your car. One Jute bag can prevent over 1,000 plastic bags from polluting the ocean. That's why using the jute bag can literally help change the world.</li><li>The natural fiber used in the fabric of our jute bags comes from the stem and outer skin of the jute plant, a rain-fed crop that doesn't need much in the way of fertilizer or pesticide and is recyclable and edible. The dyes are made from non-toxic, water-based inks.</li><li><span style=""color: rgb(184, 204, 228);""><span style=""color: rgb(192, 80, 77);""><strong>""Clean India & Green India"" Helps you do your part in protecting the environment by not throwing away paper and plastic bags.</strong></span></span></li></ul>",Fight Gear / Boxing,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1147874745.jpg,,,0.00,199.0,,,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,,"Curtail Plastic, Save Environment: We have embarked on an ambitious mission to exclude any plastic in our packaging or storage. To that end we are introducing jute drawstring bags to house your BJJ Gi's/Boxing Gloves & MMA Gloves. By using or promoting the use of these jute bags, not only will you be supporting the environment, but also small scale artisans who depend on this for their livelihood.",https://fluviumwear.com/#!/Fluvium-Jute-Drawstring-Bag-BJJ-Gi-&-Boxing-Gloves/p/147631037,147631037
Fluvium Kinesiology Tape,"23269",,"<p><span style=""color: rgb(31, 73, 125);""><u><strong>About</strong></u></span></p><ul><li>The prevention of injury or recovery of specific muscle groups, Unlock the full potential of your body.</li><li>Helps you save time off the mats but helping in recovery and providing you with stability so you can continue to train with minor niggles.</li><li>Tape is ideal for high performance athletes and those competing in extreme sports. The biomechanical lifting action of the tape may allow it to enhance oxygen delivery to muscles.  </li></ul><p><u><span style=""color: rgb(31, 73, 125);""><strong>Features</strong></span></u></p><ul><li>Provides structural support to joints and muscles without restricting a healthy range of motion. Correct improper muscle function by providing neurosensory feedback during movement. Relieve pain from both acute injuries and chronic pain conditions. Reduce swelling and inflammation through enhanced lymphatic drainage</li><li>Porous fabric makes skin breathe better beneath the tape, moisture-wicking, humidity resistance, Lightweight and comfortable, provides both support & mobility and based on athletic tape standard to help you get through Weightlifting, rock climbing, judo, football, volleyball, gymnastics, baseball, hockey, swimming.</li><li>Increase Muscle Tone in injured or neurologically inhibited muscles. Delay fatigue and improve endurance through enhanced muscle ‘snap back.</li><li>Accelerate healing via improved blood flow to injured tissues. Prevent overuse and over contraction of working muscles.</li><li>KinesoTape is made safe for all skin types including those sensitive to zinc and latex. </li></ul><ul>
<li>UNYBUY High Breathability Embedded Cotton Material Low Hypoallergenic ! </li></ul><p> <strong><span style=""color: rgb(31, 73, 125);"">How To Use</span></strong></p><ul><li>Apply on clean dry skin,apply 30 mins before exercise,and rub the tape after application to activate the glue. Fluvium Kineseo Tape is a premium kinesiology tape with a tighter weave, greater elasticity and stronger adhesive. It stays on longer and provides enhanced support, even under the toughest conditions. This makes it ideal for high performance athletes and those competing in extreme sports. </li><li>The mechanical lifting effect of kinesiology tape is best observed when tape is used over swollen and bruised areas. </li><li>Time after time we have seen dramatic changes in inflammation and bruising when kinesiology tape is fanned over the affected area. Often in 1-2 days a bruise is almost completely cleared, and we have seen exciting effects on limb edema following lymphectomies and other procedures that can result in chronic edema and swelling. </li></ul>",Athlete Wellness,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1646550131.jpg,,,0.00,699.0,,,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Kinesiology-Tape/p/234752015,234752015
Fluvium Leather Arm Pads | Curved,"23321",,"<p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><u><strong>Details</strong></u><br></span></span></u></p><div><p>Ultra-lightweight and versatile, the Fluvium ""Light"" kick pad is designed to offer you full range of training options.<br>Held vertically, horizontally, at different height or facing the floor, the kick pad will ensure you an improvement of your accuracy, your technique and your strength. Built with a high density padding, the ""Light"" kick pad absorbs shocks and vibrations for an improved protection of the trianer and long-term training sessions. The three reinforced and adjustable handle are positioned to guarantee secured and customized fit. Thanks to its curved design, the ""Light"" kick pad offers an optimal striking surface. Trainers or strikers, both of them will be fully satisfied.</p></div><p><u><span style=""color: rgb(31, 73, 125);""><span style=""font-size: 16px;""><strong>Features</strong></span></span></u></p><p><u></u></p><ul><li>Premium leather along with superior construction increases durability and functionality.</li><li>Light and feels great for the pad holder.</li><li>Traditional slim design for high precision quality.</li><li>New design with refined shape for improved mobility.</li></ul><ul><li></li></ul>",Fight Gear / Boxing,Fight Gear / MMA,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/3124882705.jpg,,,0.00,1 650.0,,10,yes,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Fluvium-Leather-Arm-Pads-Curved/p/474012031,474012031
